,ID,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
436,1178411,1,35,Sawai Mansingh Stadium,BB McCullum,M Klinger,PA Patel,DPMD Jayawardene,NA,B Lee,JD Unadkat,Iqbal Abdulla,NA
437,1178411,2,43,Sawai Mansingh Stadium,JH Kallis,EJG Morgan,NA,NA,NA,RP Singh,S Sreesanth,R Vinay Kumar,P Parameswaran
438,1178410,1,43,Eden Gardens,S Dhawan,DB Ravi Teja,KC Sangakkara,NA,NA,M Morkel,IK Pathan,AM Salvi,NA
439,1178410,2,29,Eden Gardens,AJ Finch,NV Ojha,V Sehwag,Y Venugopal Rao,NA,DW Steyn,I Sharma,DT Christian,NA
440,1178409,1,48,Arun Jaitley Stadium,CH Gayle,TM Dilshan,V Kohli,NA,NA,P Kumar,RJ Harris,R McLaren,NA
441,1178409,2,38,Arun Jaitley Stadium,AC Gilchrist,PC Valthaty,AM Nayar,SE Marsh,"KD Karthik'
 'Sunny Singh",Z Khan,S Aravind,CH Gayle,NA
442,1178408,1,15,Rajiv Gandhi International Stadium,MEK Hussey,M Vijay,SK Raina,S Badrinath,NA,B Lee,Iqbal Abdulla,YK Pathan,NA
443,1178408,2,33,Rajiv Gandhi International Stadium,EJG Morgan,JH Kallis,G Gambhir,NA,NA,JA Morkel,R Ashwin,DE Bollinger,NA
444,1178407,1,50,Punjab Cricket Association IS Bindra Stadium,AC Blizzard,SR Tendulkar,AT Rayudu,NA,NA,M Morkel,IK Pathan,AB Agarkar,NA
445,1178407,2,23,Punjab Cricket Association IS Bindra Stadium,V Sehwag,DA Warner,CA Ingram,NV Ojha,Y Venugopal Rao,Harbhajan Singh,SL Malinga,MM Patel,DS Kulkarni
446,1178406,1,49,Wankhede Stadium,M Klinger,BB McCullum,PA Patel,NA,NA,Z Khan,S Aravind,CH Gayle,DL Vettori
447,1178406,2,79,Wankhede Stadium,CH Gayle,TM Dilshan,V Kohli,NA,NA,RP Singh,RR Powar,P Parameswaran,R Vinay Kumar
448,1178405,1,34,Rajiv Gandhi International Stadium,AC Gilchrist,PC Valthaty,SE Marsh,NA,NA,B Kumar,SB Wagh,WD Parnell,R Sharma
449,1178405,2,40,Rajiv Gandhi International Stadium,JD Ryder,MK Pandey,RV Uthappa,NA,NA,P Kumar,RJ Harris,SJ Srivastava,BA Bhatt
450,1178404,1,55,Eden Gardens,MEK Hussey,M Vijay,NA,NA,NA,AL Menaria,A Singh,SR Watson,J Botha
451,1178404,2,48,Eden Gardens,SR Watson,R Dravid,AM Rahane,NA,NA,JA Morkel,DE Bollinger,DJ Bravo,R Ashwin
452,1178403,1,50,Punjab Cricket Association IS Bindra Stadium,S Dhawan,DB Ravi Teja,NA,NA,NA,B Kumar,SB Wagh,WD Parnell,R Sharma
453,1178403,2,52,Punjab Cricket Association IS Bindra Stadium,JD Ryder,MK Pandey,NA,NA,NA,DW Steyn,I Sharma,PP Ojha,JP Duminy
454,1178402,1,39,Wankhede Stadium,PC Valthaty,AC Gilchrist,SE Marsh,NA,NA,Harbhajan Singh,SL Malinga,MM Patel,NA
455,1178402,2,33,Wankhede Stadium,AC Blizzard,SR Tendulkar,RG Sharma,A Symonds,AT Rayudu,P Kumar,BA Bhatt,Bipul Sharma,RJ Harris
456,1178401,1,43,Eden Gardens,SR Watson,R Dravid,NA,NA,NA,Z Khan,S Aravind,CK Langeveldt,NA
457,1178401,2,66,Eden Gardens,CH Gayle,TM Dilshan,NA,NA,NA,SR Watson,J Botha,Pankaj Singh,SK Trivedi
458,1178400,1,42,Sawai Mansingh Stadium,MEK Hussey,M Vijay,SK Raina,NA,NA,IK Pathan,AB McDonald,VR Aaron,AB Agarkar
459,1178400,2,52,Sawai Mansingh Stadium,NV Ojha,DA Warner,CA Ingram,NA,NA,JA Morkel,DE Bollinger,R Ashwin,NA
460,1178399,1,62,Wankhede Stadium,BB McCullum,DPMD Jayawardene,NA,NA,NA,RJ Harris,BA Bhatt,Bipul Sharma,SJ Srivastava
461,1178399,2,49,Wankhede Stadium,AC Gilchrist,PC Valthaty,SE Marsh,KD Karthik,NA,RP Singh,S Sreesanth,NA,NA
462,1178398,1,33,MA Chidambaram Stadium,JH Kallis,EJG Morgan,G Gambhir,MK Tiwary,YK Pathan,Z Khan,CK Langeveldt,S Aravind,NA
463,1178398,2,65,MA Chidambaram Stadium,CH Gayle,LA Pomersbach,V Kohli,AB de Villiers,NA,B Lee,JD Unadkat,JH Kallis,NA
464,1178397,1,32,Punjab Cricket Association IS Bindra Stadium,MJ Lumb,KC Sangakkara,S Sohal,NA,NA,SL Malinga,MM Patel,Harbhajan Singh,DS Kulkarni
465,1178397,2,26,Punjab Cricket Association IS Bindra Stadium,SR Tendulkar,AC Blizzard,AT Rayudu,RG Sharma,A Symonds,JP Duminy,I Sharma,PP Ojha,NA
466,1178396,1,43,Sawai Mansingh Stadium,PC Valthaty,AC Gilchrist,SE Marsh,NA,NA,IK Pathan,M Morkel,VR Aaron,AM Salvi
467,1178396,2,42,Sawai Mansingh Stadium,NV Ojha,DA Warner,NA,NA,NA,P Kumar,RJ Harris,SJ Srivastava,NA
468,1178395,1,32,M.Chinnaswamy Stadium,FY Fazal,R Dravid,AM Rahane,SR Watson,AL Menaria,RP Singh,S Sreesanth,NA,NA
469,1178395,2,87,M.Chinnaswamy Stadium,BB McCullum,DPMD Jayawardene,PA Patel,BJ Hodge,NA,SW Tait,JDP Oram,ND Doshi,AA Chavan
470,1178394,1,39,Rajiv Gandhi International Stadium,JD Ryder,MK Pandey,SC Ganguly,RV Uthappa,NA,JP Duminy,DW Steyn,I Sharma,DT Christian
471,1178394,2,57,Rajiv Gandhi International Stadium,S Sohal,S Dhawan,NA,NA,NA,B Kumar,WD Parnell,R Sharma,MR Marsh
472,1178393,1,30,MA Chidambaram Stadium,PC Valthaty,AC Gilchrist,SE Marsh,NA,NA,JJ van der Wath,CK Langeveldt,CH Gayle,S Aravind
473,1178393,2,34,MA Chidambaram Stadium,CH Gayle,SS Tiwary,V Kohli,AB de Villiers,NA,P Kumar,RJ Harris,SJ Srivastava,NA
474,1175372,1,41,M.Chinnaswamy Stadium,MEK Hussey,M Vijay,SK Raina,NA,NA,RP Singh,S Sreesanth,M Muralitharan,NA
475,1175372,2,40,M.Chinnaswamy Stadium,PA Patel,BB McCullum,Y Gnaneswara Rao,NA,NA,R Ashwin,DE Bollinger,SB Jakati,NA
476,1175371,1,29,Arun Jaitley Stadium,JD Ryder,MK Pandey,CJ Ferguson,SC Ganguly,NA,B Lee,YK Pathan,Iqbal Abdulla,JH Kallis
477,1175371,2,44,Arun Jaitley Stadium,G Gambhir,SP Goswami,MK Tiwary,NA,NA,AC Thomas,WD Parnell,R Sharma,B Kumar
478,1175370,1,26,Wankhede Stadium,TL Suman,SR Tendulkar,AT Rayudu,RG Sharma,NA,AA Chavan,SR Watson,NA,NA
479,1175370,2,52,Wankhede Stadium,SR Watson,R Dravid,NA,NA,NA,MM Patel,Harbhajan Singh,SL Malinga,DS Kulkarni
480,1175369,1,58,Sawai Mansingh Stadium,S Dhawan,DB Ravi Teja,NA,NA,NA,P Kumar,RJ Harris,BA Bhatt,NA
481,1175369,2,45,Sawai Mansingh Stadium,PC Valthaty,AC Gilchrist,SE Marsh,KD Karthik,NA,JP Duminy,DW Steyn,Anand Rajan,PP Ojha
482,1175368,1,23,Punjab Cricket Association IS Bindra Stadium,MEK Hussey,M Vijay,SK Raina,S Badrinath,WP Saha,Z Khan,S Aravind,DL Vettori,NA
483,1175368,2,44,Punjab Cricket Association IS Bindra Stadium,AB de Villiers,V Kohli,CH Gayle,NA,NA,R Ashwin,DE Bollinger,NA,NA
484,1175367,1,46,MA Chidambaram Stadium,JH Kallis,SP Goswami,G Gambhir,MK Tiwary,NA,AN Ahmed,SL Malinga,Harbhajan Singh,RW Price
485,1175367,2,54,MA Chidambaram Stadium,TL Suman,SR Tendulkar,Harbhajan Singh,NA,NA,B Lee,Iqbal Abdulla,Shakib Al Hasan,L Balaji
486,1175366,1,44,Rajiv Gandhi International Stadium,MA Agarwal,CH Gayle,V Kohli,NA,NA,JA Morkel,DE Bollinger,R Ashwin,NA
487,1175366,2,25,Rajiv Gandhi International Stadium,MEK Hussey,M Vijay,S Badrinath,SK Raina,NA,Z Khan,S Aravind,A Mithun,NA
488,1175365,1,25,Arun Jaitley Stadium,G Gambhir,JH Kallis,SP Goswami,MK Tiwary,"YK Pathan'
 'RN ten Doeschate",DS Kulkarni,MM Patel,Harbhajan Singh,SL Malinga
489,1175365,2,62,Arun Jaitley Stadium,AC Blizzard,SR Tendulkar,NA,NA,NA,B Lee,Iqbal Abdulla,YK Pathan,Shakib Al Hasan
490,1175364,1,68,Punjab Cricket Association IS Bindra Stadium,MA Agarwal,CH Gayle,NA,NA,NA,AN Ahmed,Harbhajan Singh,SL Malinga,MM Patel
491,1175364,2,52,Punjab Cricket Association IS Bindra Stadium,AC Blizzard,SR Tendulkar,Harbhajan Singh,RG Sharma,NA,Z Khan,S Aravind,CH Gayle,A Mithun
492,1175363,1,56,Rajiv Gandhi International Stadium,MEK Hussey,M Vijay,NA,NA,NA,Z Khan,S Aravind,CH Gayle,J Syed Mohammad
493,1175363,2,47,Rajiv Gandhi International Stadium,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,NA,R Ashwin,JA Morkel,DE Bollinger,NA
494,1175362,1,42,M.Chinnaswamy Stadium,F du Plessis,M Vijay,SK Raina,DJ Bravo,NA,SL Malinga,AN Ahmed,Harbhajan Singh,JEC Franklin
495,1175362,2,53,M.Chinnaswamy Stadium,RE Levi,SR Tendulkar,NA,NA,NA,JA Morkel,DE Bollinger,R Ashwin,RA Jadeja
496,1175361,1,46,Eden Gardens,BB McCullum,JH Kallis,G Gambhir,MK Tiwary,YK Pathan,IK Pathan,RE van der Merwe,M Morkel,UT Yadav
497,1175361,2,48,Eden Gardens,AJ Finch,V Sehwag,NA,NA,NA,B Lee,M de Lange,Iqbal Abdulla,JH Kallis
498,1175360,1,30,Arun Jaitley Stadium,MK Pandey,WD Parnell,SC Ganguly,RV Uthappa,CJ Ferguson,SL Malinga,Harbhajan Singh,MM Patel,PP Ojha
499,1175360,2,27,Arun Jaitley Stadium,RE Levi,RG Sharma,AT Rayudu,JEC Franklin,KD Karthik,M Kartik,AB Dinda,MN Samuels,WD Parnell
500,1175359,1,57,Sawai Mansingh Stadium,R Dravid,AM Rahane,NA,NA,NA,P Kumar,JP Faulkner,PP Chawla,NA
501,1175359,2,45,Sawai Mansingh Stadium,AC Gilchrist,PC Valthaty,SE Marsh,AM Nayar,NA,SK Trivedi,J Botha,A Singh,KK Cooper
502,1175358,1,46,Wankhede Stadium,AB McDonald,CA Pujara,V Kohli,NA,NA,IK Pathan,DAJ Bracewell,M Morkel,UT Yadav
503,1175358,2,46,Wankhede Stadium,AJ Finch,V Sehwag,NV Ojha,NA,NA,Z Khan,R Vinay Kumar,AB McDonald,NA
504,1175357,1,44,Eden Gardens,M Vijay,SK Raina,F du Plessis,S Badrinath,NA,Ankit Sharma,DW Steyn,MS Gony,DT Christian
505,1175357,2,45,Eden Gardens,DJ Harris,S Dhawan,PA Patel,NA,NA,R Ashwin,JA Morkel,DE Bollinger,NA
506,1175356,1,37,MA Chidambaram Stadium,R Dravid,AM Rahane,SP Goswami,NA,NA,B Lee,JH Kallis,SP Narine,Iqbal Abdulla
507,1175356,2,27,MA Chidambaram Stadium,JH Kallis,BB McCullum,G Gambhir,DB Das,MK Tiwary,AA Chavan,A Singh,KK Cooper,NA
508,1136620,1,38,Wankhede Stadium,JD Ryder,SC Ganguly,MN Samuels,RV Uthappa,NA,P Kumar,JP Faulkner,AD Mascarenhas,NA
509,1136620,2,19,Wankhede Stadium,AC Gilchrist,PC Valthaty,Mandeep Singh,AM Nayar,NA,AB Dinda,MN Samuels,A Nehra,R Sharma
510,1136619,1,45,Eden Gardens,PA Patel,S Dhawan,B Chipli,DT Christian,NA,Harbhajan Singh,MM Patel,SL Malinga,PP Ojha
511,1136619,2,29,Eden Gardens,TL Suman,RE Levi,RG Sharma,AT Rayudu,NA,Ankit Sharma,DW Steyn,DT Christian,NA
512,1136618,1,60,Eden Gardens,JH Kallis,G Gambhir,NA,NA,NA,Z Khan,R Vinay Kumar,HV Patel,M Muralitharan
513,1136618,2,20,Eden Gardens,CA Pujara,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,B Lee,JH Kallis,L Balaji,NA
514,1136617,1,41,Wankhede Stadium,F du Plessis,SK Raina,S Badrinath,NA,NA,IK Pathan,UT Yadav,M Morkel,NA
515,1136617,2,50,Wankhede Stadium,NV Ojha,V Sehwag,KP Pietersen,NA,NA,JA Morkel,DE Bollinger,R Ashwin,NA
516,1136616,1,54,Maharashtra Cricket Association Stadium,RE Levi,TL Suman,RG Sharma,NA,NA,AA Chavan,A Singh,KK Cooper,NA
517,1136616,2,44,Maharashtra Cricket Association Stadium,R Dravid,AM Rahane,SP Goswami,OA Shah,NA,SL Malinga,MM Patel,JEC Franklin,PP Ojha
518,1136615,1,56,Arun Jaitley Stadium,MA Agarwal,CH Gayle,V Kohli,NA,NA,R Ashwin,DE Bollinger,JA Morkel,NA
519,1136615,2,52,Arun Jaitley Stadium,M Vijay,F du Plessis,NA,NA,NA,DL Vettori,Z Khan,R Vinay Kumar,RR Bhatkal
520,1136614,1,29,Rajiv Gandhi International Stadium,JD Ryder,SC Ganguly,MN Samuels,RV Uthappa,AD Mathews,P Kumar,P Awana,AD Mascarenhas,NA
521,1136614,2,38,Rajiv Gandhi International Stadium,PC Valthaty,SE Marsh,AC Gilchrist,NA,NA,AB Dinda,A Nehra,MN Samuels,AD Mathews
522,1136613,1,45,Sawai Mansingh Stadium,R Dravid,AM Rahane,NA,NA,NA,L Balaji,JH Kallis,SP Narine,NA
523,1136613,2,36,Sawai Mansingh Stadium,JH Kallis,G Gambhir,MS Bisla,NA,NA,J Botha,A Singh,AA Chavan,NA
524,1136612,1,50,Arun Jaitley Stadium,KC Sangakkara,S Dhawan,PA Patel,NA,NA,IK Pathan,KP Pietersen,M Morkel,AB Agarkar
525,1136612,2,34,Arun Jaitley Stadium,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,LRPL Taylor,V Pratap Singh,DW Steyn,DT Christian,NA
526,1136611,1,43,M.Chinnaswamy Stadium,F du Plessis,M Vijay,NA,NA,NA,M Kartik,AB Dinda,A Nehra,R Sharma
527,1136611,2,56,M.Chinnaswamy Stadium,RV Uthappa,JD Ryder,SC Ganguly,NA,NA,KMDN Kulasekara,JA Morkel,R Ashwin,DJ Bravo
528,1136610,1,26,Wankhede Stadium,AC Gilchrist,Mandeep Singh,SE Marsh,DJ Hussey,NA,YK Pathan,JH Kallis,SP Narine,NA
529,1136610,2,48,Wankhede Stadium,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,NA,P Kumar,BA Bhatt,AD Mascarenhas,NA
530,1136609,1,43,Eden Gardens,R Dravid,AM Rahane,NA,NA,NA,Z Khan,S Aravind,R Vinay Kumar,NA
531,1136609,2,54,Eden Gardens,MA Agarwal,CH Gayle,V Kohli,NA,NA,J Botha,Pankaj Singh,A Singh,NA
532,1136608,1,23,Holkar Cricket Stadium,RE Levi,DJ Jacobs,RG Sharma,AT Rayudu,NA,IK Pathan,S Nadeem,M Morkel,NA
533,1136608,2,41,Holkar Cricket Stadium,NV Ojha,V Sehwag,KP Pietersen,NA,NA,MM Patel,RP Singh,CJ McKay,NA
534,1136607,1,57,Wankhede Stadium,KC Sangakkara,S Dhawan,NA,NA,NA,Pankaj Singh,A Singh,J Botha,NA
535,1136607,2,62,Wankhede Stadium,R Dravid,AM Rahane,AL Menaria,NA,NA,Ankit Sharma,DW Steyn,DT Christian,Anand Rajan
536,1136606,1,58,Maharashtra Cricket Association Stadium,RV Uthappa,JD Ryder,NA,NA,NA,Z Khan,TM Dilshan,R Vinay Kumar,HV Patel
537,1136606,2,42,Maharashtra Cricket Association Stadium,TM Dilshan,CH Gayle,MA Agarwal,NA,NA,AB Dinda,A Nehra,B Kumar,MN Samuels
538,1136605,1,45,Arun Jaitley Stadium,AC Gilchrist,PC Valthaty,SE Marsh,Mandeep Singh,NA,B Lee,JH Kallis,SP Narine,NA
539,1136605,2,53,Arun Jaitley Stadium,BB McCullum,G Gambhir,MS Bisla,NA,NA,P Kumar,AD Mascarenhas,Harmeet Singh,PP Chawla
540,1136604,1,33,Holkar Cricket Stadium,DJ Harris,S Dhawan,KC Sangakkara,CL White,NA,AD Russell,IK Pathan,M Morkel,VR Aaron
541,1136604,2,64,Holkar Cricket Stadium,V Sehwag,DA Warner,NV Ojha,NA,NA,S Dhawan,TP Sudhindra,MS Gony,A Ashish Reddy
542,1136603,1,42,Sawai Mansingh Stadium,F du Plessis,S Badrinath,NA,NA,NA,M Kartik,A Nehra,B Kumar,MN Samuels
543,1136603,2,53,Sawai Mansingh Stadium,RV Uthappa,JD Ryder,SC Ganguly,MK Pandey,NA,DE Bollinger,KMDN Kulasekara,R Ashwin,NA
544,1136602,1,41,Arun Jaitley Stadium,N Saini,PC Valthaty,SE Marsh,DJ Hussey,NA,Z Khan,R Vinay Kumar,HV Patel,NA
545,1136602,2,36,Arun Jaitley Stadium,MA Agarwal,CH Gayle,V Kohli,SS Tiwary,AB de Villiers,P Kumar,P Awana,NA,NA
546,1136601,1,41,Eden Gardens,R Dravid,AM Rahane,OA Shah,NA,NA,KMDN Kulasekara,DE Bollinger,DJ Bravo,R Ashwin
547,1136601,2,45,Eden Gardens,S Badrinath,F du Plessis,NA,NA,NA,AL Menaria,STR Binny,A Singh,KK Cooper
548,1136600,1,52,Sawai Mansingh Stadium,RV Uthappa,JD Ryder,SC Ganguly,NA,NA,IK Pathan,S Nadeem,M Morkel,UT Yadav
549,1136600,2,49,Sawai Mansingh Stadium,DPMD Jayawardene,V Sehwag,KP Pietersen,NA,NA,AC Thomas,A Nehra,M Kartik,AD Mathews
550,1136599,1,39,Rajiv Gandhi International Stadium,JEC Franklin,SR Tendulkar,NA,NA,NA,P Kumar,BA Bhatt,P Awana,Azhar Mahmood
551,1136599,2,48,Rajiv Gandhi International Stadium,N Saini,Mandeep Singh,NA,NA,NA,MM Patel,RP Singh,PP Ojha,KA Pollard
552,1136598,1,39,Holkar Cricket Stadium,KC Sangakkara,S Dhawan,PA Patel,NA,NA,YK Pathan,B Lee,SP Narine,L Balaji
553,1136598,2,42,Holkar Cricket Stadium,BB McCullum,G Gambhir,MS Bisla,NA,NA,DW Steyn,Ankit Sharma,V Pratap Singh,NA
554,1136597,1,37,Wankhede Stadium,V Kohli,TM Dilshan,MA Agarwal,NA,NA,A Chandila,Pankaj Singh,KK Cooper,NA
555,1136597,2,48,Wankhede Stadium,R Dravid,AM Rahane,NA,NA,NA,Z Khan,R Vinay Kumar,DL Vettori,NA
556,1136596,1,28,Rajiv Gandhi International Stadium,JD Ryder,SC Ganguly,MK Pandey,RV Uthappa,NA,IK Pathan,M Morkel,UT Yadav,NA
557,1136596,2,61,Rajiv Gandhi International Stadium,DPMD Jayawardene,V Sehwag,KP Pietersen,NA,NA,AC Thomas,A Nehra,LJ Wright,NA
558,1136595,1,44,Maharashtra Cricket Association Stadium,N Saini,Mandeep Singh,SE Marsh,NA,NA,RJ Peterson,RP Singh,CJ McKay,MM Patel
559,1136595,2,40,Maharashtra Cricket Association Stadium,JEC Franklin,SR Tendulkar,NA,NA,NA,P Kumar,BA Bhatt,P Awana,NA
560,1136594,1,50,Holkar Cricket Stadium,PA Patel,S Dhawan,CL White,NA,NA,A Nehra,AC Thomas,MN Samuels,B Kumar
561,1136594,2,44,Holkar Cricket Stadium,MK Pandey,JD Ryder,SC Ganguly,RV Uthappa,NA,Ankit Sharma,JP Duminy,MS Gony,J Theron
562,1136593,1,54,Eden Gardens,DPMD Jayawardene,V Sehwag,NA,NA,NA,SL Malinga,RP Singh,R Shukla,NA
563,1136593,2,49,Eden Gardens,AC Blizzard,RG Sharma,SR Tendulkar,KD Karthik,AT Rayudu,IK Pathan,S Nadeem,M Morkel,UT Yadav
564,1136592,1,43,Arun Jaitley Stadium,Mandeep Singh,SE Marsh,NA,NA,NA,KMDN Kulasekara,JA Morkel,R Ashwin,SB Jakati
565,1136592,2,48,Arun Jaitley Stadium,F du Plessis,S Badrinath,SK Raina,NA,NA,P Kumar,BA Bhatt,Bipul Sharma,P Awana
566,1136591,1,46,M.Chinnaswamy Stadium,BB McCullum,G Gambhir,NA,NA,NA,Z Khan,DL Vettori,KP Appanna,R Vinay Kumar
567,1136591,2,35,M.Chinnaswamy Stadium,TM Dilshan,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,YK Pathan,B Lee,SP Narine,JH Kallis
568,1136590,1,42,Maharashtra Cricket Association Stadium,DPMD Jayawardene,V Sehwag,KP Pietersen,LRPL Taylor,NA,AA Chavan,Pankaj Singh,A Singh,KK Cooper
569,1136590,2,40,Maharashtra Cricket Association Stadium,R Dravid,AM Rahane,NA,NA,NA,IK Pathan,S Nadeem,M Morkel,UT Yadav
570,1136589,1,38,M.Chinnaswamy Stadium,PA Patel,S Dhawan,IR Jaggi,NA,NA,Harbhajan Singh,RP Singh,MM Patel,SL Malinga
571,1136589,2,31,M.Chinnaswamy Stadium,RE Levi,RG Sharma,SR Tendulkar,KD Karthik,NA,DW Steyn,V Pratap Singh,DT Christian,NA
572,1136588,1,43,Sawai Mansingh Stadium,F du Plessis,MEK Hussey,SK Raina,DJ Bravo,NA,Iqbal Abdulla,B Lee,YK Pathan,SP Narine
573,1136588,2,37,Sawai Mansingh Stadium,G Gambhir,BB McCullum,JH Kallis,NA,NA,SB Jakati,JA Morkel,R Ashwin,NA
574,1136587,1,33,Maharashtra Cricket Association Stadium,PA Patel,CL White,S Dhawan,KC Sangakkara,NA,MN Samuels,WD Parnell,A Nehra,B Kumar
575,1136587,2,48,Maharashtra Cricket Association Stadium,MK Pandey,SC Ganguly,MJ Clarke,NA,NA,Ankit Sharma,JP Duminy,V Pratap Singh,DW Steyn
576,1136586,1,56,Arun Jaitley Stadium,R Dravid,AM Rahane,NA,NA,NA,IK Pathan,UT Yadav,M Morkel,S Nadeem
577,1136586,2,61,Arun Jaitley Stadium,DPMD Jayawardene,KP Pietersen,V Sehwag,NA,NA,AA Chavan,Pankaj Singh,SR Watson,A Singh
578,1136585,1,33,Rajiv Gandhi International Stadium,MA Agarwal,V Kohli,CH Gayle,NA,NA,P Kumar,RJ Harris,P Awana,NA
579,1136585,2,53,Rajiv Gandhi International Stadium,Mandeep Singh,SE Marsh,N Saini,NA,NA,Z Khan,R Vinay Kumar,AB McDonald,NA
580,1136584,1,42,M.Chinnaswamy Stadium,JEC Franklin,SR Tendulkar,NA,NA,NA,M Kartik,AB Dinda,WD Parnell,B Kumar
581,1136584,2,37,M.Chinnaswamy Stadium,RV Uthappa,JD Ryder,MJ Clarke,NA,NA,SL Malinga,MM Patel,Harbhajan Singh,NA
582,1136583,1,56,Wankhede Stadium,F du Plessis,M Vijay,SK Raina,NA,NA,Ankit Sharma,DW Steyn,V Pratap Singh,DT Christian
583,1136583,2,47,Wankhede Stadium,PA Patel,S Dhawan,CL White,NA,NA,BW Hilfenhaus,JA Morkel,DJ Bravo,R Ashwin
584,1136582,1,68,Arun Jaitley Stadium,G Gambhir,BB McCullum,NA,NA,NA,M Kartik,AB Dinda,B Kumar,WD Parnell
585,1136582,2,45,Arun Jaitley Stadium,RV Uthappa,MJ Clarke,MK Pandey,SPD Smith,NA,Iqbal Abdulla,M de Lange,NA,NA
586,1136581,1,64,Sawai Mansingh Stadium,R Dravid,AM Rahane,SR Watson,NA,NA,P Kumar,RJ Harris,P Awana,NA
587,1136581,2,33,Sawai Mansingh Stadium,SE Marsh,Mandeep Singh,N Saini,DJ Hussey,NA,AA Chavan,SR Watson,SW Tait,J Botha
588,1136580,1,52,Rajiv Gandhi International Stadium,M Vijay,F du Plessis,NA,NA,NA,RJ Peterson,RP Singh,MM Patel,SL Malinga
589,1136580,2,46,Rajiv Gandhi International Stadium,JEC Franklin,SR Tendulkar,RG Sharma,NA,NA,BW Hilfenhaus,JA Morkel,R Ashwin,NA
590,1136579,1,46,M.Chinnaswamy Stadium,DJ Harris,S Dhawan,NA,NA,NA,Z Khan,A Mithun,P Parameswaran,NA
591,1136579,2,46,M.Chinnaswamy Stadium,TM Dilshan,CH Gayle,NA,NA,NA,S Dhawan,DW Steyn,V Pratap Singh,Anand Rajan
592,1136578,1,50,Eden Gardens,DA Warner,V Sehwag,DPMD Jayawardene,LRPL Taylor,NA,B Lee,PJ Sangwan,JH Kallis,SP Narine
593,1136578,2,60,Eden Gardens,BB McCullum,G Gambhir,NA,NA,NA,IK Pathan,S Nadeem,M Morkel,UT Yadav
594,1136577,1,35,Maharashtra Cricket Association Stadium,SC Ganguly,MJ Clarke,RV Uthappa,NA,NA,AA Chavan,SW Tait,SR Watson,J Botha
595,1136577,2,49,Maharashtra Cricket Association Stadium,R Dravid,AM Rahane,SR Watson,NA,NA,WD Parnell,B Kumar,M Kartik,A Nehra
596,1136576,1,51,Punjab Cricket Association IS Bindra Stadium,Mandeep Singh,SE Marsh,NA,NA,NA,AA Jhunjhunwala,V Pratap Singh,J Theron,S Dhawan
597,1136576,2,40,Punjab Cricket Association IS Bindra Stadium,DJ Harris,S Dhawan,PA Patel,CL White,NA,RR Powar,P Kumar,PP Chawla,P Awana
598,1136575,1,25,Sawai Mansingh Stadium,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,NA,Z Khan,R Vinay Kumar,HV Patel,NA
599,1136575,2,35,Sawai Mansingh Stadium,TM Dilshan,CH Gayle,NA,NA,NA,SL Malinga,RP Singh,NA,NA
600,1136574,1,28,Wankhede Stadium,R Dravid,AM Rahane,SR Watson,STR Binny,NA,JA Morkel,BW Hilfenhaus,NA,NA
601,1136574,2,36,Wankhede Stadium,MEK Hussey,M Vijay,SK Raina,NA,NA,SR Watson,Pankaj Singh,SW Tait,NA
602,1136573,1,66,Eden Gardens,CH Gayle,TM Dilshan,NA,NA,NA,K Upadhyay,AC Thomas,B Kumar,NA
603,1136573,2,50,Eden Gardens,MD Mishra,MK Pandey,MJ Clarke,RV Uthappa,AP Majumdar,Z Khan,R Vinay Kumar,HV Patel,KP Appanna
604,1136572,1,49,Punjab Cricket Association IS Bindra Stadium,HH Gibbs,SR Tendulkar,RG Sharma,NA,NA,Shakib Al Hasan,B Lee,SP Narine,NA
605,1136572,2,32,Punjab Cricket Association IS Bindra Stadium,MS Bisla,G Gambhir,JH Kallis,MK Tiwary,NA,MM Patel,PP Ojha,SL Malinga,NA
606,1136571,1,27,M.Chinnaswamy Stadium,DA Warner,V Sehwag,NV Ojha,DPMD Jayawardene,"Y Nagar'
 'Y Venugopal Rao",BW Hilfenhaus,JA Morkel,NA,NA
607,1136571,2,45,M.Chinnaswamy Stadium,MEK Hussey,M Vijay,NA,NA,NA,M Morkel,UT Yadav,VR Aaron,NA
608,1136570,1,45,Eden Gardens,R Dravid,AM Rahane,SR Watson,NA,NA,M Kartik,A Nehra,B Kumar,R Sharma
609,1136570,2,33,Eden Gardens,SC Ganguly,JD Ryder,RV Uthappa,AP Majumdar,"CJ Ferguson'
 'SPD Smith",A Chandila,SR Watson,SW Tait,NA
610,1136569,1,47,Wankhede Stadium,S Dhawan,PA Patel,NA,NA,NA,P Kumar,DJ Hussey,RJ Harris,P Awana
611,1136569,2,44,Wankhede Stadium,N Saini,Mandeep Singh,SE Marsh,Azhar Mahmood,NA,DW Steyn,TP Sudhindra,DT Christian,AA Jhunjhunwala
